culture,typeOfEntity,authorizedFormOfName,functions,sources,subjectAccessPoints,placeAccessPoints,places,history,digitalObjectURI
en,Person,Margaret Meehan,Summer 2014 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/margaret-meehan,IAIR Summer 2014,Dallas,"Dallas, Texas, USA","In her expansive multimedia installations, drawings, and photographs, Dallas artist Margaret Meehan juxtaposes the grotesque with the delicate, evoking questions of race, gender, and cultural memory. Some of her previous awards and residencies include The Lighthouse Works Fellowship, Fishers Island, NY (2013), Bemis Center, Omaha, NE (2009), the Dozier Travel Grant, Dallas Museum of Art, TX (2008). She has shown at The Modern Art Museum of Fort Worth, The Dallas Museum of Art, Soil Gallery in Seattle, David Shelton Gallery in Houston, and Conduit Gallery in Dallas, among others.",https://artpace.org/wp-content/uploads/mmeehan1-470x458.jpg
en,Person,Jungeun Lee,Summer 2014 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/jungeun-lee,IAIR Summer 2014,Frisco,"Frisco, Texas, USA","Dallas-based artist Jungeun Lee’s photographs and installations explore the relationship between human experience and cultural memory. Her Silenced Suffering: the Comfort Women Project, which she began during her graduate study at the University of North Texas, is focused on raising awareness about the experiences of Korean women during the Second World War. Lee received first place in The Visual Language of North Texas, Great Denton Arts Council, Denton, TX in 2009 and first place in the photoNOLA, New Orleans, LA in 2010. Her work has been shown in group and solo exhibitions such as RESPECT: Artists invite Artists, Valley House Gallery, Dallas, TX; War Remaining, Collin College, Plano, TX, and Silenced Suffering: The Comfort Women Project, Louisiana Tech University Gallery.",https://artpace.org/wp-content/uploads/Lee_crop-470x470.jpg
en,Person,N’Goné Fall,"Summer 2014 International Artist-in-Residence Program Guest Curator
Independent Curator, Art Critic, Consultant in Cultural Engineering",https://www.artpace.org/artists_and_curators/ngone-fall,IAIR Summer 2014,,,"N’Goné Fall is an independent curator, art critic, and consultant in cultural engineering. A graduate of the École Spéciale d’Architecture in Paris, she was the editorial director of the Paris-based contemporary African art magazine Revue Noire from 1994 to 2001, and editor of numerous books on contemporary visual arts and photography in Africa including An Anthology of African Art: The Twentieth Century, Photographers from Kinshasa and Anthology of African and Indian Ocean Photography: a century of African photographers. She has curated exhibitions in Africa, Europe, and the United States. She was one of the curators of the African photography biennale in Bamako, Mali, in 2001 and a guest curator at the 2002 Dakar Biennale in Senegal. As a consultant in cultural engineering, she is the author of strategic plans, orientation programs, and evaluation reports for Senegalese and international cultural institutions. She is an instructor at the Senghor University in Alexandria, Egypt, and teaches curatorial process, communications strategy, and methodology in the department of cultural industries.  Fall is also a founding member of the Dakar-based collective, GawLab, a platform for research and production in the field of new media and visual arts.",https://artpace.org/wp-content/uploads/14.2_NGoneFall1-470x465.jpg
en,Person,Rosa Barba,Spring 2014 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/rosa-barba,IAIR Spring 2014,Berlin,"Berlin, Germany","Sicilian-born artist Rosa Barba’s publications, sculpture, and installation work is rooted in the material of cinematic film. Using 16mm and Super 8 film, she explores the interplay between the conceptual and film as an object. In 2010, she won the Nam June Paik Award for Coro Spezzato, The Future Lasts One Day (2009), based on a multi-choral performance in which each member of the choir is represented by an individual film projector displaying the sung text. She was a resident artist at the Chinati Foundation in Marfa in 2013 and the Dia Art Foundation in 2008. Her work has been presented in exhibitions worldwide, including Time As Perspective (2013) at the Bergen Kunsthall; Auto Kino! (2010) at the Temporäre Kunsthalle Berlin; Making Worlds at the 53rd Venice Biennale in 2009; and Italics: Italian Art Between Tradition and Revolution, 1968-2008 (2008-9) at the Palazzo Grassi in Venice and at the Museum of Contemporary Art, Chicago.",https://artpace.org/wp-content/uploads/RosaBarba_crop-470x470.jpg
en,Person,Liz Glynn,Spring 2014 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/liz-glynn,IAIR Spring 2014,Los Angeles,"Los Angeles, California, USA","Working in sculpture and performance, Los Angeles-based artist Liz Glynn’s work explores the significance bestowed on objects due to sentimental value or perceived historic importance. For Performa 11, she orchestrated a group of 10 performers to reenact Buckminster Fuller’s failed attempt to build a geodesic dome with a group of students in 1948. In a cycle of performances, [de]-lusions of Grandeur, the artist chose to readdress monumental sculptures installed at LACMA, recasting Auguste Rodin figures and recreating an Alexander Calder mobile in a work excerpting primary texts and interviews she collected in the museum’s archives around the time the piece was acquired for the collection. Glynn holds an MFA from the California Institute of the Arts and a BA in Visual and Environmental Studies from Harvard University.",https://artpace.org/wp-content/uploads/LGlynn_crop-470x470.jpg
en,Person,Jessica Mallios,Spring 2014 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/jessica-mallios,IAIR Spring 2014,Austin,"Austin, Texas, USA","Jessica Mallios’ photographs and video work examine how objects are seen—dislocating them, suspending their recognition for the viewer, and exploring the relationship between spectacle and artifice. Mallios holds an MFA from the Milton Avery Graduate School of the Arts at Bard College and a BFA from Pratt Institute in Brooklyn. Her work has been presented in many solo and group exhibitions such as For An Experience of Wholeness (2013) at the Digital Media Gallery, Lycoming College in Williamsport; Contemporary Photographic Practice and the Archive (2013) at the Harry Ransom Center at the University of Texas at Austin; X Y Z – The Geometric Impulse in Abstract Art (2012) at the Torrance Art Museum; and Perspectives 168 (2010) at the Contemporary Arts Museum Houston.  She is currently Assistant Professor in the Department of Art at The Ohio State University in Columbus.
Rhombus, 2012, Video Still, Color Video, silent, loop, Courtesy of the Artist",https://artpace.org/wp-content/uploads/JMallios_crop-470x470.jpg
en,Person,Rita Gonzalez,"Spring 2014 International Artist-in-Residence Program Guest Curator
Associate Curator of Contemporary Art, Los Angeles County Museum of Art",https://www.artpace.org/artists_and_curators/rita-gonzalez,IAIR Spring 2014,,,"Rita Gonzalez is the Associate Curator of Contemporary Art at the Los Angeles County Museum of Art. From 2005-2006, she served as Adjunct Curator of Contemporary Art at the Orange County Museum of Art. From 2002-2004, she was the Coordinator of Arts Projects at the University of California, Los Angeles Chicano Studies Research Center, where she contributed to A Ver: Revisioning Art History, the first arts monograph series devoted to Latino artists. From 2001-2002, she provided editorial and research support to Los Angeles-based contemporary artist Mike Kelley. She has taught at several Los Angeles universities, including California Institute of the Arts, University of California, Irvine, and University of Southern California. Gonzalez received a C. Phil. from University of California, Los Angeles and an MFA from University of California, San Diego.",https://artpace.org/wp-content/uploads/crop-470x470.jpg
en,Person,Micol Assaël,Fall 2013 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/micol-assael,IAIR Fall 2013,Rome,"Rome, Italy","Italian artist Micol Assaël employs elements of science, mechanics, and natural phenomena to her artwork. Interested in the relationship of the body and the communication at play between her work and the viewer, she often requires her audience to take risks. Developed in cooperation with the Moscow Physics Research Institute, Chizhevsky Lessons (2007) transformed the Kunsthalle Basel exhibition space into an electromagnetic field delivering a noticeable electric charge to viewers. Her work has been presented in solo and group exhibitions worldwide including Fomuska at Museion in Bolzano/Bozen, Italy (2010) and Gakona at the Palais de Tokyo in Paris (2009). She is the recipient of the PinchukArtCentre’s The Future Generation Art Prize 2012, and was included in the 28th Biennial of São Paulo (2008); Berlin Biennale (2006); Venice Biennale (2003/2005); and the Moscow Biennale (2005).",https://artpace.org/wp-content/uploads/MAssael_IAIR_MM_002_crop-470x470.jpg
en,Person,Erin Shirreff,Fall 2013 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/erin-shirref,IAIR Fall 2013,New York,"New York, New York, USA","Working in multi-media, New York-based artist Erin Shirreff’s work encourages the viewer to see objects in new ways: unsettling spacial and sensory experience by creating sculptural works specifically for the camera that confuse perception; layering still photographs in video to present a new experience of the Moon or James Turrell’s great unfinished Roden Crater work (2009); exploring myriad interferences of glare and shadow at play on a computer screen; and presenting only one façade of a familiar Tony Smith work in an outdoor commission, Sculpture for Snow. Shirreff holds an MFA in sculpture from Yale University. Her work has been presented in numerous in solo and group exhibitions including Inside the White Cube at the White Cube, London; Lake at the Yerba Buena Center for the Arts, San Francisco; The Locker Plant at the Chinati Foundation, Marfa; and Still, Flat, and Far at the Institute of Contemporary Art, Philadelphia.",https://artpace.org/wp-content/uploads/Erin-Sherrif-Pic.jpg
en,Person,Ivor Shearer,Fall 2013 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/ivor-shearer,IAIR Fall 2013,Houston,"Houston, Texas, USA","Having lived in New Orleans before and after catastrophic Hurricane Katrina ravaged the city in 2005, much of Ivor Shearer’s film and video work deals with displacement and the socio-political after-effects of the storm. A graduate of the Whitney Independent Study Program in 2011, he holds a MFA from Columbia University and is recipient of a 2011 Louis Comfort Tiffany Foundation artist grant. Now based in Houston, his work has been exhibited extensively, including Rewrite/Redraw/Retool (2011), Vita Kuben at Norslands Operan in Umea, Sweden;Below Sea Level (2010) at the Ogden Museum of Southern Art, New Orleans; A Camel Is a Horse Designed by a Committee (2009) at the Fondazione Bevilacqua La Masa, Venice; Lost in Your Eyes (2008) at the Nieman Gallery, New York; and Artists Respond to Hurricane Katrina(2007) at the Wexner Center for the Arts, Ohio State University.",https://artpace.org/wp-content/uploads/11.14.13_IAIRopening_FC_080_crop-470x470.jpg
